hcpcs,service,mue_value,mai,rationale,effective_date,source
86308,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86309,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86310,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86316,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86317,outpatient_hospital,6,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86318,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86320,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86325,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86328,outpatient_hospital,3,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86329,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86331,outpatient_hospital,12,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86332,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86334,outpatient_hospital,2,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86335,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86336,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86337,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86340,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86341,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86343,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86344,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86352,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86353,outpatient_hospital,7,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86355,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86356,outpatient_hospital,7,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86357,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86359,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86360,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86361,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86362,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86363,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86364,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86366,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86367,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86376,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86381,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86382,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86384,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86386,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86403,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86406,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86408,outpatient_hospital,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86409,outpatient_hospital,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86413,outpatient_hospital,3,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86430,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86431,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86480,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86481,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86485,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86486,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86510,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86580,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86581,outpatient_hospital,1,2,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86590,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86592,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86593,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86596,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86602,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86603,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86606,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86609,outpatient_hospital,14,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86611,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86612,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86615,outpatient_hospital,6,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86617,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86618,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86619,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86622,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86625,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86628,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86631,outpatient_hospital,6,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86632,outpatient_hospital,3,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86635,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86638,outpatient_hospital,6,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86641,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86644,outpatient_hospital,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86645,outpatient_hospital,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86648,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86651,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86652,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86653,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86654,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86658,outpatient_hospital,12,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86663,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86664,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86665,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86666,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86668,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86671,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86674,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86677,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86682,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86684,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86687,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86688,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86689,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86692,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86694,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86695,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86696,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86698,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86701,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86702,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86703,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86704,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86705,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86706,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86707,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86708,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86709,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86710,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86711,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86713,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86717,outpatient_hospital,8,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86720,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86723,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86727,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86732,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86735,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86738,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86741,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86744,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86747,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86750,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86753,outpatient_hospital,3,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86756,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86757,outpatient_hospital,6,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86759,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86762,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86765,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86768,outpatient_hospital,5,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86769,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86771,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86774,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86777,outpatient_hospital,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86778,outpatient_hospital,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86780,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86784,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86787,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86788,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86789,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86790,outpatient_hospital,4,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86793,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86794,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86800,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86803,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86804,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86805,outpatient_hospital,12,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86806,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86807,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86808,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86812,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86813,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86816,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86817,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86821,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86825,outpatient_hospital,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86826,outpatient_hospital,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86828,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86829,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86830,outpatient_hospital,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86831,outpatient_hospital,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86832,outpatient_hospital,2,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86833,outpatient_hospital,1,3,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86834,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86835,outpatient_hospital,1,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86849,outpatient_hospital,1,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86850,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86860,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86870,outpatient_hospital,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86880,outpatient_hospital,4,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86885,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86886,outpatient_hospital,3,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86890,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86891,outpatient_hospital,2,3,Nature of Analyte,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86900,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86901,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86902,outpatient_hospital,40,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86904,outpatient_hospital,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86905,outpatient_hospital,28,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86906,outpatient_hospital,1,2,Code Descriptor / CPT Instruction,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86910,outpatient_hospital,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86911,outpatient_hospital,0,3,CMS Policy,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86920,outpatient_hospital,19,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86921,outpatient_hospital,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86922,outpatient_hospital,10,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86923,outpatient_hospital,10,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86927,outpatient_hospital,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86930,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86931,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86932,outpatient_hospital,2,3,Nature of Service/Procedure,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86940,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86941,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86945,outpatient_hospital,5,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86950,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86960,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86965,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86970,outpatient_hospital,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86971,outpatient_hospital,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86972,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86975,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86976,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86977,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86978,outpatient_hospital,8,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86985,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
86999,outpatient_hospital,1,3,Clinical: CMS Workgroup,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87003,outpatient_hospital,1,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87015,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87040,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87045,outpatient_hospital,3,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87046,outpatient_hospital,6,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87070,outpatient_hospital,4,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87071,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
87073,outpatient_hospital,2,3,Clinical: Data,2026-07-01,CMS NCCI MUE 2026 Q3 (public tables)
