ccn,provider_name,address,city,state,zip,county,ownership,certification_date,source,source_date
49T005,WINCHESTER REHABILITATION CTR,333 WEST CORK STREET -,WINCHESTER,VA,22601,Winchester City,Non-profit,01/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T007,SENTARA NORFOLK GENERAL HOSP,600 GRESHAM DRIVE -,NORFOLK,VA,23507,Norfolk City,Non-profit,05/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T017,MARYVIEW CENTER FOR PHYSICAL REHABILITATION,3636 HIGH STREET -,PORTSMOUTH,VA,23707,Portsmouth City,Non-profit,06/17/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T018,AUGUSTA HEALTH,78 MEDICAL CENTER DR -,FISHERSVILLE,VA,22939,Staunton City,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T021,VIRGINIA BAPTIST HOSPITAL,3300 RIVERMONT AVE -,LYNCHBURG,VA,24503,Lynchburg City,Non-profit,10/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T024,CARILION CLINIC REHABILITATION,"101 ELM AVENUE, SE -",ROANOKE,VA,24013,Roanoke City,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T032,VCUHS,1300 E MARSHALL ST -,RICHMOND,VA,23298,Richmond City,Government,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE -,MARION,VA,24354,Smyth,Non-profit,07/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T048,LEWIS-GALE MEDICAL CENTER,1900 ELECTRIC ROAD -,SALEM,VA,24153,Salem City,For profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T050,VIRGINIA HOSPITAL CENTER,1701 N GEORGE MASON DR -,ARLINGTON,VA,22205,Arlington,Non-profit,01/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T057,SENTARA VIRGINIA BEACH GENERAL,1060 FIRST COLONIAL RD -,VIRGINIA BEACH,VA,23454,Virginia Beach City,Non-profit,01/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS RD -,FALLS CHURCH,VA,22046,Falls Church City,Non-profit,01/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T066,SENTARA WILLIAMSBURG REGIONAL,100 SENTARA CIRCLE -,WILLIAMSBURG,VA,23188,James City,Non-profit,01/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T075,DANVILLE REGIONAL MEDICAL CTR,142 SOUTH MAIN STREET -,DANVILLE,VA,24541,Danville City,For profit,01/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T107,RESTON HOSP INPATIENT REHAB,1850 TOWN CENTER PKWY -,RESTON,VA,20190,Fairfax,Non-profit,01/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T112,CJW MEDICAL CENTER,1401 JOHNSTON-WILLIS DRIVE -,RICHMOND,VA,23235,Richmond City,For profit,01/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T114,LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST -,BIG STONE GAP,VA,24219,Wise,Non-profit,02/28/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T118,HDH-PARHAM CAMPUS,7700 EAST PARHAM ROAD 4TH FLOOR,RICHMOND,VA,23294,Henrico,Non-profit,02/18/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T122,INOVA REHAB CENTER@INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE -,ALEXANDRIA,VA,22306,Fairfax,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
503025,PROVIDENCE ST LUKE'S REHABILITATION MEDICAL CENTER,711 SOUTH COWLEY ST -,SPOKANE,WA,99202,Spokane,Non-profit,09/20/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
503026,CHI FRANCISCAN REHABILITATION HOSPITAL,815 S VASSAULT ST -,TACOMA,WA,98465,Pierce,For profit,06/20/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
503027,PROVIDENCE SWEDISH REHABILITATION HOSPITAL,12911 BEVERLY PARK RD -,LYNNWOOD,WA,98087,Snohomish,For profit,09/19/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50R329,PEACEHEALTH UNITED GENERAL,2000 HOSPITAL DR -,SEDRO-WOOLLEY,WA,98284,Skagit,Government,07/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50R337,LOURDES MEDICAL CENTER,520 N 4TH AVE -,PASCO,WA,99302,Franklin,Non-profit,02/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T002,PROVIDENCE ST MARY MEDICAL CENTER,401 W. POPLAR ST -,WALLA WALLA,WA,99362,Walla Walla,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T008,UNIVERSITY OF WASHINGTON MED CTR,1959 N.E. PACIFIC AVE. -,SEATTLE,WA,98195,King,Government,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T015,MULTICARE AUBURN MEDICAL CENTER,202 N DIVISION ST -,AUBURN,WA,98001,King,Non-profit,01/01/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T016,CONFLUENCE HEALTH HOSPITAL,820 N CHELAN AVE -,WENATCHEE,WA,98801,Chelan,Non-profit,07/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T019,PROVIDENCE CENTRALIA HOSPITAL,914 SOUTH SCHEUBER ROAD -,CENTRALIA,WA,98531,Lewis,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T025,SWEDISH MEDICAL CENTER,500 17TH AVE -,SEATTLE,WA,98122,King,Non-profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T030,ST JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY -,BELLINGHAM,WA,98225,Whatcom,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T050,SOUTHWEST WASHINGTON MED CTR,400 NE MOTHER JOSEPH PLACE -,VANCOUVER,WA,98668,Clark,Non-profit,10/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T051,OVERLAKE HOSPITAL MEDICAL CENTER,REHAB SERVICES -,BELLEVUE,WA,98004,King,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T064,HARBORVIEW MEDICAL CENTER,325 9TH AVE BOX 359818,SEATTLE,WA,98104,King,Government,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVE SE -,PUYALLUP,WA,98372,Pierce,Non-profit,08/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T108,ST. JOSEPH MEDICAL CENTER,1717 SOUTH J ST -,TACOMA,WA,98405,Pierce,Non-profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T124,EVERGREEN HEALTHCARE,12040 NE 128 ST. -,KIRKLAND,WA,98034,King,Government,01/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513025,SENECA REHABILITATION HOSPITAL,20 HOMESTEAD AVENUE -,WHEELING,WV,26003,Ohio,For profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513026,ENCOMPASS HEALTH REHAB HOSPITAL OF PRINCETON,120 12TH ST -,PRINCETON,WV,24740,Mercer,For profit,04/07/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513027,ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG,#3 WESTERN HILLS DRIVE -,PARKERSBURG,WV,26105,Wood,For profit,02/19/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513028,ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON,6900 WEST COUNTRY CLUB DRIVE -,HUNTINGTON,WV,25705,Cabell,For profit,01/17/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513030,ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN,1160 VAN VOORHIS ROAD -,MORGANTOWN,WV,26504,Monongalia,For profit,03/13/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T001,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC",1 MEDICAL CENTER DRIVE -,MORGANTOWN,WV,26506,Monongalia,Non-profit,06/05/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T012,"PLEASANT VALLEY HOSPITAL, INC",2520 VALLEY DRIVE -,POINT PLEASANT,WV,25550,Mason,Non-profit,10/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T022,CHARLESTON AREA MED CNTR,501 MORRIS STREET -,CHARLESTON,WV,25301,Kanawha,Non-profit,01/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T023,WEIRTON MEDICAL CENTER,601 COLLIERS WAY -,WEIRTON,WV,26062,Hancock,Government,07/01/2013,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T048,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DR -,LOGAN,WV,25601,Logan,For profit,10/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523025,ASCENSION SACRED HEART REHABILITATION HOSPITAL,13111 N PORT WASHINGTON RD SECOND FLOOR -,MEQUON,WI,53097,Ozaukee,Non-profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523027,REHABILITATION HOSPITAL OF WISCONSIN,1625 COLD WATER CREEK DRIVE -,WAUKESHA,WI,53188,Waukesha,For profit,11/12/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523028,UW HEALTH REHABILITATION HOSPITAL,5115 N BILTMORE LN -,MADISON,WI,53718,Dane,Non-profit,10/26/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523029,MILWAUKEE REHABILITATION HOSPITAL AT GREENFIELD,3200 S 103RD ST -,MILWAUKEE,WI,53227,Milwaukee,For profit,03/10/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523031,GREEN BAY REHABILITATION HOSPITAL,1110 KEPLER DR -,GREEN BAY,WI,54311,Brown,For profit,05/05/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523032,CLEARSKY REHABILITATION HOSPITAL OF KENOSHA,6308 8TH AVE -,KENOSHA,WI,53143,Kenosha,For profit,09/28/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523033,ENCOMPASS HEALTH REHABILITATION HSPTL OF FITCHBURG,5535 NOBEL DR -,FITCHBURG,WI,53711,Dane,For profit,12/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523034,PAM HEALTH REHABILITATION HOSPITAL OF WAUSAU,1111 WESTWOOD DR -,WAUSAU,WI,54401,Marathon,For profit,05/30/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T009,ASCENSION- MERCY HOSPITAL,500 SOUTH OAKWOOD ROAD -,OSHKOSH,WI,54904,Outagamie,Non-profit,06/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T030,WAUSAU HOSPITAL,333 PINE RIDGE BLVD -,WAUSAU,WI,54401,Marathon,For profit,07/01/1989,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T037,MARSHFIELD MEDICAL CENTER,611 ST. JOSEPH AVENUE -,MARSHFIELD,WI,54449,Wood,Non-profit,10/01/1983,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T049,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE -,GREEN BAY,WI,54301,Brown,Non-profit,10/01/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T075,ST VINCENT HOSPITAL,835 S. VAN BUREN STREET P.O. BOX 13508,GREEN BAY,WI,54307,Brown,Non-profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T087,GUNDERSEN LUTHERAN MEDICAL CENTER INC,1900 SOUTH AVENUE -,LA CROSSE,WI,54601,La Crosse,Non-profit,05/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T088,ST AGNES HOSPITAL,430 E DIVISION ST -,FOND DU LAC,WI,54935,Fond du Lac,Non-profit,07/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T096,WHEATON FRANCISCAN HEALTHCARE-ALL SAINTS,3801 SPRING STREET -,RACINE,WI,53405,Racine,Non-profit,07/01/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T136,ST JOSEPHS HOSPITAL,5000 WEST CHAMBERS STREET -,MILWAUKEE,WI,53210,Milwaukee,Non-profit,07/01/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T138,AURORA HEALTH CARE METRO INC,2900 W OKLAHOMA AVE -,MILWAUKEE,WI,53215,Sheboygan,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,1818 N MEADE ST -,APPLETON,WI,54911,Outagamie,Non-profit,10/01/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T177,FROEDTERT BLUEMOUND REHABILITATION HOSPITAL,10000 WEST BLUEMOUND RD -,WAUWATOSA,WI,53226,Milwaukee,Non-profit,06/15/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T193,AURORA BAYCARE MEDICAL CENTER,PO 8900 -,GREEN BAY,WI,54308,Brown,For profit,01/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T206,AURORA MEDICAL CENTER,36500 AURORA DRIVE -,SUMMIT,WI,53066,Waukesha,Non-profit,05/03/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52TA05,LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,1701 SHARP ROAD -,WATERFORD,WI,53185,Racine,For profit,01/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52TA08,SELECT SPECIALTY HOSPITAL MADISON,801 BRAXTON PLACE -,MADISON,WI,53715,Dane,For profit,01/14/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
533027,ELKHORN VALLEY REHABILITATION HOSPITAL LLC,5715 EAST 2ND STREET -,CASPER,WY,82609,Natrona,For profit,02/26/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
53T014,CHEYENNE REGIONAL MEDICAL CENTER ARU,2600 EAST 18TH ST. -,CHEYENNE,WY,82001,Laramie,Non-profit,07/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
53T015,TETON COUNTY HOSPITAL DISTRICT,625 EAST BROADWAY -,JACKSON,WY,83001,Teton,Government,07/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673025,PAM REHABILITATION HOSPITAL OF ALLEN,1001 RAINTREE CIRCLE -,ALLEN,TX,75013,Collin,For profit,11/14/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673027,CENTRAL TEXAS REHABILITATION HOSPITAL,700 W 45TH ST -,AUSTIN,TX,78705,Travis,For profit,11/30/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673029,ENCOMPASS HEALTH REHABILITAITON HOSPITAL OF RICHAR,3351 WATERVIEW PARKWAY -,RICHARDSON,TX,75080,Dallas,For profit,04/02/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673030,KATE DISHMAN REHABILITATION HOSPITAL,2830 CALDER ST 6TH FL SOUTH -,BEAUMONT,TX,77702,Jefferson,For profit,04/24/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673031,METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD -,DALLAS,TX,75237,Dallas,For profit,05/07/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROUND,1400 HESTER'S CROSSING -,ROUND ROCK,TX,78681,Williamson,Non-profit,07/09/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673034,ENCOMPASS HEALTH REHABILITATION HOSPITAL VISION PA,117 VISION PARK BLVD -,SHENANDOAH,TX,77302,Montgomery,Physician,01/23/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673035,BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,6601 HARRIS PARKWAY -,FORT WORTH,TX,76132,Tarrant,Non-profit,01/23/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673036,SELECT REHABILITATION HOSPITAL OF DENTON,2620 SCRIPTURE STREET -,DENTON,TX,76201,Denton,For profit,12/24/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673038,MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,"21720 KINGSLAND BLVD, SUITE 102 -",KATY,TX,77450,Harris,Physician,05/08/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673039,RELIANT REHABILITATION HOSPITAL ABILENE,6401 DIRECTORS PARKWAY -,ABILENE,TX,79606,Taylor,For profit,10/30/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673041,CARRUS REHABILITATION HOSPITAL,1810 WEST HIGHWAY 82 -,SHERMAN,TX,75092,Grayson,For profit,08/27/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUGAR,1325 HWY 6 -,SUGAR LAND,TX,77478,Fort Bend,For profit,10/05/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673043,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN ROAD -,DALLAS,TX,75230,Dallas,For profit,10/07/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673044,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF THE MI,2304 HIGHWAY 121 -,BEDFORD,TX,76021,Tarrant,For profit,11/05/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673045,MESQUITE REHABILITATION INSTITUTE,1023 N BELTLINE ROAD -,MESQUITE,TX,75149,Dallas,For profit,11/03/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673046,BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,2990 LEGACY DRIVE -,FRISCO,TX,75034,Collin,For profit,01/26/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673048,TEXAS REHABILITATION HOSPITAL,425 ALABAMA AVENUE -,FORT WORTH,TX,76104,Tarrant,For profit,06/09/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673049,NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,2041 SUNDANCE PARKWAY -,NEW BRAUNFELS,TX,78130,Comal,For profit,08/26/2011,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
