ccn,composite_process,care_index_overall,visits_last_days,pain_screening,treatment_preferences,beliefs_values,source,source_date
A01663,72,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01664,96.2,10,71,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01665,97.8,10,16.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01666,94.2,10,47.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01667,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01669,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01671,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01676,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01677,75,9,13.8,96.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01679,81.8,6,20,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01680,81.6,8,23.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01681,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01684,92.9,8,,97.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01685,,8,0,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01686,97.9,10,41.6,99.6,99.9,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01687,86.5,8,7.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01689,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01690,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01691,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01692,88.1,8,,97.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01693,98.8,8,54.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01696,88.4,10,4.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01697,93.3,9,8.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01698,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01699,52.9,9,19,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01700,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01701,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01704,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01706,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01712,92.6,9,25.2,96.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01714,97.1,8,38.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01715,97.1,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01717,,9,13.6,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01719,86.7,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01721,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01722,83.3,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01725,92.5,9,27.7,96.7,99.5,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01726,85.7,7,,95.9,98,98,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01727,98.8,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01728,97.5,8,27.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01729,82.6,7,0,97.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01732,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01733,100,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01734,89.5,10,32.2,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01735,97.3,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01736,92.3,9,,97.4,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01738,91.7,10,39.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01739,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01740,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01741,,6,42.9,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01743,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01744,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01745,81.5,9,,92.6,92.6,92.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01747,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01748,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01749,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01752,,10,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01754,81.4,10,23.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01755,92.2,7,23.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01756,,9,16,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01757,83.3,9,8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01758,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01760,94.1,8,,98.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01761,84.9,10,7,97.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01762,68.8,9,24.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01763,94.2,7,5.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01764,93.8,10,19.1,99.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01765,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01766,97.4,8,29.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01767,85,7,0,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01768,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01770,92.1,10,22.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01771,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01772,92.7,7,7.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01774,,5,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01775,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01780,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01781,94.1,8,42.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01783,99.5,9,55,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01784,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01785,94.5,10,14.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01786,99.1,8,61.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01787,94.7,9,6.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01788,85.7,6,6.3,92.9,94.6,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01789,89.1,6,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01790,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01791,91.7,9,17.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01794,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01796,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A01798,89.1,10,26,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11506,85,5,,95,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11507,83.7,9,4.3,98.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11508,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11509,,4,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11510,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11512,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11513,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11517,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11518,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11519,57.6,8,15.2,98.5,89.4,71.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11520,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11524,,5,2.9,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11527,95.1,9,13.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11529,99.5,10,21,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11530,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11533,68,,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11534,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11536,100,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11538,80,10,,98,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11539,75,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11541,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11542,92.5,10,14.4,97.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11543,,9,80,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11546,83.7,6,19.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11547,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11548,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11551,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11552,97.6,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11553,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11554,95.3,9,39.9,99.6,100,97.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11555,,8,8.7,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11557,91.7,8,24.4,97.2,99.1,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11558,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11560,100,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11563,94,10,15.2,100,100,96.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11564,90.5,9,31.4,99.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11565,93.7,8,6.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11566,86.4,9,9.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11568,82.6,10,46.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11569,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11570,85.2,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11571,94.6,9,,97.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11572,73.3,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11573,85.3,7,,97.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11574,77.4,9,5,96.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11575,96,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11576,82.4,9,5.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11578,,5,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11579,86,8,19.4,97.7,100,95.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11580,93.2,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11582,89.6,8,,98.7,98.7,98.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11583,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11584,96.8,8,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11585,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11587,87.6,9,,97.9,100,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11589,93.3,,,96.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11590,99.4,9,21.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11591,98.1,10,12.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11592,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11593,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11594,95.5,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11595,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11597,91.3,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11598,96.3,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11599,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11600,92.7,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11601,100,10,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11607,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11609,96.3,9,33.8,100,100,97.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11610,88.7,10,12.4,99,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11611,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11613,90.7,6,,97.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11615,84.4,9,4.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11616,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11617,77.5,9,16.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11618,94.5,10,40,98.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11619,,10,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11620,92.2,7,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11621,25.8,10,,77.4,48.4,45.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11622,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11623,,6,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11624,98.3,6,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11625,96.4,6,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11626,99.1,9,46.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11627,93.5,6,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11628,,7,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11629,100,10,11.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11630,72.7,7,,98.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11631,100,8,51.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11632,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11634,84.6,10,13.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11635,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11639,98.2,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11640,94.2,8,,98.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11641,89.7,8,0,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11642,97.1,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11644,,7,0,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11645,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11646,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11647,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11648,84.2,10,9.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11650,96.7,8,2.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
A11651,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
